user_id,name,age,email,country,registration_date,purchase_count,total_spent
USER_18052,User_18052,25,user18052@example.com,Singapore,2022-12-01,14,6759.942212652706
USER_15182,User_15182,69,user15182@example.com,Japan,2023-10-09,38,2733.51973366148
USER_18567,User_18567,61,user18567@example.com,Australia,2025-08-16,44,1611.4028494180411
USER_17147,User_17147,20,user17147@example.com,USA,2024-09-06,76,770.9781359798851
USER_17052,User_17052,36,user17052@example.com,Japan,2023-07-09,33,493.4032787296261
USER_16242,User_16242,22,user16242@example.com,Singapore,2024-03-29,37,5029.467821007775
USER_15571,User_15571,27,user15571@example.com,Japan,2024-01-21,43,1694.7675631835823
USER_17946,User_17946,49,user17946@example.com,China,2023-12-04,22,8812.604796116568
USER_17916,User_17916,57,user17916@example.com,UK,2025-06-12,55,1599.1094714820642
USER_17194,User_17194,31,user17194@example.com,USA,2024-01-01,73,5133.610533609622
USER_16147,User_16147,48,user16147@example.com,Germany,2023-11-13,74,1125.8760667896117
USER_15142,User_15142,27,user15142@example.com,Thailand,2025-09-28,58,1719.898661164605
USER_18069,User_18069,25,user18069@example.com,Thailand,2025-04-26,37,8026.588198415925
USER_17275,User_17275,36,user17275@example.com,France,2022-12-02,42,8826.756296147269
USER_15753,User_15753,65,user15753@example.com,Germany,2024-10-16,45,8560.335623202858
USER_18272,User_18272,55,user18272@example.com,Germany,2022-11-10,5,8914.055433915792
USER_18129,User_18129,43,user18129@example.com,Japan,2025-02-14,29,7196.678859535481
USER_15309,User_15309,49,user15309@example.com,Vietnam,2024-04-27,77,4477.859684568151
USER_16215,User_16215,26,user16215@example.com,China,2024-05-21,99,1188.9015068750098
USER_17464,User_17464,47,user17464@example.com,Germany,2023-08-31,49,3800.5737308817643
USER_15790,User_15790,28,user15790@example.com,France,2023-10-05,87,4368.614944207707
USER_15460,User_15460,32,user15460@example.com,Japan,2025-07-28,78,8992.572195676541
USER_17925,User_17925,57,user17925@example.com,Vietnam,2023-10-26,29,3800.0849672661097
USER_16960,User_16960,62,user16960@example.com,Australia,2023-03-29,72,7995.373867355731
USER_17359,User_17359,33,user17359@example.com,USA,2023-09-11,62,6374.615969216005
USER_17436,User_17436,59,user17436@example.com,Vietnam,2025-03-03,34,4473.340017232726
USER_15605,User_15605,31,user15605@example.com,Australia,2024-05-27,16,925.4219485953341
USER_18551,User_18551,57,user18551@example.com,Germany,2024-12-07,32,3883.1622352326267
USER_17254,User_17254,64,user17254@example.com,Japan,2024-08-28,30,2296.3383744483913
USER_18250,User_18250,34,user18250@example.com,USA,2023-07-06,15,5725.459749320137
USER_16658,User_16658,45,user16658@example.com,USA,2025-09-12,28,6268.712828269273
USER_15776,User_15776,63,user15776@example.com,Japan,2024-08-13,95,4579.557313998863
USER_15548,User_15548,40,user15548@example.com,Singapore,2024-04-15,83,2996.7331806358034
USER_18691,User_18691,34,user18691@example.com,Singapore,2025-01-21,63,5921.593451795417
USER_16497,User_16497,65,user16497@example.com,Singapore,2025-07-18,1,6133.480467438574
USER_15181,User_15181,37,user15181@example.com,China,2023-01-30,72,753.026283045517
USER_16712,User_16712,47,user16712@example.com,China,2024-11-14,22,5795.214318324052
USER_15564,User_15564,48,user15564@example.com,Singapore,2023-04-23,16,472.52261958042664
USER_15865,User_15865,51,user15865@example.com,Japan,2024-04-15,14,6574.492214358121
USER_15971,User_15971,68,user15971@example.com,France,2025-10-06,79,7731.088061702049
USER_17206,User_17206,32,user17206@example.com,Vietnam,2023-11-27,0,8428.542430595071
USER_16730,User_16730,40,user16730@example.com,Japan,2023-05-19,80,6797.4095277297465
USER_15198,User_15198,52,user15198@example.com,Germany,2024-08-27,96,3646.478371086842
USER_18592,User_18592,63,user18592@example.com,China,2023-10-17,42,4530.8952824273265
USER_18350,User_18350,34,user18350@example.com,UK,2023-03-06,42,8108.400750027098
USER_18719,User_18719,33,user18719@example.com,Germany,2025-09-01,9,2886.1681910569546
USER_17075,User_17075,65,user17075@example.com,Vietnam,2023-12-13,83,3526.4455590919206
USER_15912,User_15912,58,user15912@example.com,Vietnam,2023-05-19,56,825.5229237700989
USER_18670,User_18670,41,user18670@example.com,Japan,2023-09-09,70,6455.231937879993
USER_18365,User_18365,62,user18365@example.com,USA,2025-06-24,58,8058.421992335857
USER_15137,User_15137,18,user15137@example.com,USA,2023-08-12,5,262.2404026361258
USER_18573,User_18573,27,user18573@example.com,Germany,2024-11-28,67,9860.468451427392
USER_16270,User_16270,19,user16270@example.com,China,2025-04-29,58,8697.263512449703
USER_17422,User_17422,39,user17422@example.com,China,2023-05-30,72,3234.1014472163097
USER_18074,User_18074,69,user18074@example.com,Vietnam,2023-11-22,36,6858.640210602403
USER_15700,User_15700,35,user15700@example.com,France,2022-12-24,35,9546.60578273914
USER_17665,User_17665,29,user17665@example.com,UK,2023-03-09,6,4813.883402366695
USER_18143,User_18143,47,user18143@example.com,Thailand,2025-04-01,65,9489.939101406844
USER_18478,User_18478,26,user18478@example.com,Germany,2024-03-06,72,5825.678874042897
USER_16401,User_16401,37,user16401@example.com,China,2025-09-29,67,5300.417571034283
USER_15595,User_15595,26,user15595@example.com,Germany,2022-12-26,55,4537.201096728024
USER_16338,User_16338,62,user16338@example.com,Japan,2024-02-10,42,2941.948510755368
USER_16357,User_16357,22,user16357@example.com,USA,2022-11-14,87,1426.3186296712438
USER_16797,User_16797,35,user16797@example.com,UK,2024-12-01,84,4989.394309489787
USER_15183,User_15183,67,user15183@example.com,Vietnam,2022-12-29,16,345.3875641319959
USER_16745,User_16745,62,user16745@example.com,Singapore,2023-06-08,68,5174.019446660652
USER_16914,User_16914,42,user16914@example.com,UK,2023-01-07,59,237.0085889875717
USER_16663,User_16663,44,user16663@example.com,Singapore,2025-04-10,29,9629.54856742391
USER_17899,User_17899,25,user17899@example.com,Germany,2023-11-23,84,7828.301316205985
USER_17302,User_17302,30,user17302@example.com,UK,2025-04-06,33,6425.231877918668
USER_16736,User_16736,60,user16736@example.com,Vietnam,2024-05-10,99,8431.352770152998
USER_16177,User_16177,23,user16177@example.com,Thailand,2025-05-01,51,3796.3306611831026
USER_16182,User_16182,59,user16182@example.com,USA,2024-09-27,21,7712.963093944445
USER_17085,User_17085,69,user17085@example.com,China,2025-02-27,24,2985.3225295784714
USER_17989,User_17989,53,user17989@example.com,UK,2024-03-21,63,7801.276564123022
USER_16141,User_16141,24,user16141@example.com,UK,2023-11-25,71,3439.481072998749
USER_15121,User_15121,20,user15121@example.com,USA,2024-09-12,9,7398.128959002346
USER_16756,User_16756,31,user16756@example.com,France,2022-10-28,74,4414.712579378705
USER_17191,User_17191,21,user17191@example.com,Singapore,2023-04-19,7,9046.369948733513
USER_15219,User_15219,31,user15219@example.com,Australia,2025-07-09,60,3520.0348784794246
USER_17610,User_17610,45,user17610@example.com,USA,2024-06-18,35,9342.896023812164
USER_15508,User_15508,33,user15508@example.com,France,2025-09-12,60,9448.761471609785
USER_17293,User_17293,30,user17293@example.com,Australia,2024-09-25,80,2282.164601342219
USER_17825,User_17825,30,user17825@example.com,Vietnam,2024-01-17,48,9121.445156763242
USER_15952,User_15952,44,user15952@example.com,France,2025-02-27,59,791.4373808418529
USER_15716,User_15716,51,user15716@example.com,France,2023-02-10,52,6278.844627361202
USER_15785,User_15785,40,user15785@example.com,Singapore,2024-06-26,24,6760.4639295930665
USER_16021,User_16021,18,user16021@example.com,China,2024-03-19,55,9679.901995258353
USER_16777,User_16777,40,user16777@example.com,China,2023-03-13,89,9004.559622334265
USER_17870,User_17870,23,user17870@example.com,Germany,2023-05-30,62,1246.7803331193884
USER_17216,User_17216,64,user17216@example.com,USA,2023-01-23,56,2535.383637509073
USER_15331,User_15331,42,user15331@example.com,China,2025-08-25,42,5595.149438024179
USER_17202,User_17202,29,user17202@example.com,Vietnam,2024-02-05,34,3533.3287973812753
USER_15552,User_15552,30,user15552@example.com,Australia,2025-01-10,7,7434.247976317142
USER_16729,User_16729,62,user16729@example.com,Japan,2024-01-17,24,2162.1832998527
USER_16302,User_16302,22,user16302@example.com,Japan,2025-06-21,67,6479.155372342044
USER_18369,User_18369,69,user18369@example.com,Australia,2023-09-12,21,142.17714878243527
USER_16550,User_16550,27,user16550@example.com,Germany,2025-03-27,22,5854.906048484352
USER_15616,User_15616,63,user15616@example.com,UK,2025-03-23,55,7224.0926138913765
USER_17709,User_17709,23,user17709@example.com,Japan,2023-07-13,77,1562.3535235841935
USER_18056,User_18056,33,user18056@example.com,UK,2025-08-06,11,8472.624929461319
USER_18644,User_18644,52,user18644@example.com,Germany,2023-11-21,57,7142.338248218331
USER_17826,User_17826,52,user17826@example.com,France,2025-03-02,31,5480.621879054316
USER_15642,User_15642,26,user15642@example.com,Vietnam,2024-02-18,65,6795.285715583617
USER_18094,User_18094,69,user18094@example.com,UK,2025-08-26,89,9812.040512695834
USER_15117,User_15117,40,user15117@example.com,UK,2022-12-19,80,5478.25794718239
USER_16765,User_16765,30,user16765@example.com,France,2024-12-15,46,1341.3057774577376
USER_16463,User_16463,39,user16463@example.com,China,2025-06-23,22,2169.054615729582
USER_17369,User_17369,51,user17369@example.com,UK,2025-02-28,16,5372.546586016387
USER_16095,User_16095,47,user16095@example.com,Vietnam,2023-01-08,4,414.6003867271997
USER_18004,User_18004,60,user18004@example.com,Vietnam,2024-07-17,8,1453.6618000947133
USER_17927,User_17927,46,user17927@example.com,China,2025-02-22,5,5238.263562757548
USER_15734,User_15734,64,user15734@example.com,Singapore,2025-05-14,73,9992.794600151794
USER_15492,User_15492,19,user15492@example.com,China,2024-03-11,12,8372.87222221176
USER_16205,User_16205,41,user16205@example.com,Germany,2025-08-30,78,7425.67966220047
USER_15044,User_15044,54,user15044@example.com,China,2025-06-28,21,2655.840636222705
USER_15103,User_15103,27,user15103@example.com,China,2024-12-19,82,2955.289050931912
USER_17699,User_17699,57,user17699@example.com,Thailand,2024-12-09,39,3776.7014731118034
USER_17418,User_17418,41,user17418@example.com,Thailand,2024-12-20,5,1376.5115902702873
USER_18115,User_18115,51,user18115@example.com,France,2025-03-11,89,4723.895006762319
USER_18537,User_18537,68,user18537@example.com,China,2022-11-19,17,9902.985018147863
USER_16466,User_16466,64,user16466@example.com,China,2024-01-10,52,4019.207997850984
USER_15329,User_15329,69,user15329@example.com,France,2023-09-29,77,7343.2702703737095
USER_18082,User_18082,29,user18082@example.com,Thailand,2024-03-12,86,5848.752772621857
USER_16027,User_16027,34,user16027@example.com,China,2023-05-12,5,8475.008557926163
USER_15682,User_15682,40,user15682@example.com,USA,2024-06-07,1,4214.244923371414
USER_16650,User_16650,53,user16650@example.com,Japan,2023-01-24,74,5771.6483788725445
USER_15817,User_15817,24,user15817@example.com,Japan,2024-06-25,21,870.1761224201987
USER_16877,User_16877,42,user16877@example.com,Japan,2023-10-02,93,3740.1914580271846
USER_18132,User_18132,35,user18132@example.com,Thailand,2024-05-03,67,2008.8275992722292
USER_17991,User_17991,30,user17991@example.com,Singapore,2025-03-31,7,338.685024417541
USER_17892,User_17892,32,user17892@example.com,Thailand,2025-05-26,81,4101.03889576885
USER_15312,User_15312,29,user15312@example.com,Singapore,2023-06-30,98,9222.64745788094
USER_17549,User_17549,44,user17549@example.com,USA,2022-11-09,12,29.68487480170534
USER_16007,User_16007,21,user16007@example.com,Germany,2023-01-14,76,4294.363439918456
USER_17350,User_17350,38,user17350@example.com,Vietnam,2024-12-07,11,9905.323160926278
USER_17460,User_17460,23,user17460@example.com,Japan,2024-08-09,27,8061.226987248019
USER_18539,User_18539,55,user18539@example.com,China,2024-10-21,66,6773.2243635338855
USER_15902,User_15902,20,user15902@example.com,Germany,2022-10-13,86,1184.941719358068
USER_15462,User_15462,35,user15462@example.com,Australia,2023-08-23,82,5343.40013660623
USER_15166,User_15166,49,user15166@example.com,Vietnam,2022-12-19,80,5245.869112471597
USER_17644,User_17644,20,user17644@example.com,France,2025-08-16,9,4194.144117559753
USER_15561,User_15561,47,user15561@example.com,Singapore,2025-04-15,9,6592.573855290612
USER_17059,User_17059,55,user17059@example.com,Japan,2023-07-30,66,1664.6598203274
USER_15282,User_15282,31,user15282@example.com,Japan,2023-08-17,17,2254.3185018068525
USER_18674,User_18674,54,user18674@example.com,Australia,2023-11-27,67,9176.61318100569
USER_17486,User_17486,24,user17486@example.com,Japan,2025-06-30,64,9956.76014229183
USER_18622,User_18622,51,user18622@example.com,Vietnam,2024-04-25,58,8174.679593832437
USER_15406,User_15406,63,user15406@example.com,Australia,2025-04-03,6,3059.1415259968435
USER_17473,User_17473,64,user17473@example.com,Singapore,2025-02-11,54,6514.866788559913
USER_16773,User_16773,34,user16773@example.com,UK,2024-07-23,79,4582.010489056024
USER_18433,User_18433,61,user18433@example.com,Vietnam,2024-09-23,91,1216.4532346971835
USER_16880,User_16880,20,user16880@example.com,USA,2024-01-07,10,3992.515368665254
USER_18613,User_18613,18,user18613@example.com,Japan,2024-06-07,94,3945.45705431248
USER_17111,User_17111,24,user17111@example.com,Germany,2023-05-27,81,5374.027216853172
USER_16918,User_16918,62,user16918@example.com,Thailand,2022-11-25,79,4244.715382566392
USER_16635,User_16635,66,user16635@example.com,Japan,2022-12-17,58,8394.897923917191
USER_18704,User_18704,40,user18704@example.com,Australia,2024-04-16,82,6469.143380791188
USER_15537,User_15537,60,user15537@example.com,Australia,2024-12-02,77,6291.3422795492925
USER_15230,User_15230,66,user15230@example.com,Germany,2025-06-27,66,7935.287693917536
USER_17502,User_17502,30,user17502@example.com,Thailand,2025-07-24,41,8476.350823319422
USER_15490,User_15490,57,user15490@example.com,UK,2023-06-07,35,3975.658765804806
USER_16478,User_16478,27,user16478@example.com,China,2024-07-20,19,1714.7896358242365
USER_15206,User_15206,38,user15206@example.com,Australia,2023-04-04,11,5595.2486450608085
USER_15018,User_15018,34,user15018@example.com,UK,2023-04-17,56,5831.345779189264
USER_15090,User_15090,62,user15090@example.com,France,2024-04-05,89,1684.819174720239
USER_15583,User_15583,25,user15583@example.com,Japan,2024-08-07,36,6964.6360663149735
USER_18263,User_18263,34,user18263@example.com,Singapore,2024-03-30,86,3703.3411792472757
USER_17649,User_17649,67,user17649@example.com,Singapore,2023-02-12,14,9047.697723207522
USER_18270,User_18270,22,user18270@example.com,Thailand,2025-02-12,68,6313.2724108145385
USER_15417,User_15417,45,user15417@example.com,France,2025-06-22,96,4938.38470957023
USER_15449,User_15449,49,user15449@example.com,Singapore,2023-02-05,27,5989.6556632964275
USER_17798,User_17798,22,user17798@example.com,Thailand,2025-08-28,60,2539.0946895621523
USER_15606,User_15606,62,user15606@example.com,China,2025-02-08,46,3479.740823201728
USER_15937,User_15937,43,user15937@example.com,Germany,2023-08-27,71,8973.197265529474
USER_15812,User_15812,29,user15812@example.com,France,2025-09-02,79,1544.2345181255291
USER_18468,User_18468,53,user18468@example.com,Germany,2023-11-11,98,6075.554174890651
USER_17949,User_17949,51,user17949@example.com,Thailand,2024-02-01,25,5398.379603096839
USER_17107,User_17107,28,user17107@example.com,Germany,2023-07-13,70,9910.805803177293
USER_16293,User_16293,44,user16293@example.com,Thailand,2024-12-03,97,2619.4522147582556
USER_15613,User_15613,31,user15613@example.com,USA,2024-01-11,52,3623.442369071008
USER_18211,User_18211,59,user18211@example.com,Germany,2023-05-24,98,8633.902780524986
USER_15178,User_15178,51,user15178@example.com,Germany,2023-04-03,88,2969.9003082980057
USER_18612,User_18612,56,user18612@example.com,Thailand,2024-10-07,1,232.80641813884674
USER_16140,User_16140,25,user16140@example.com,China,2023-01-23,81,4738.586747221988
USER_17924,User_17924,61,user17924@example.com,Germany,2025-06-24,5,8426.806780070201
USER_15921,User_15921,55,user15921@example.com,Germany,2023-10-25,3,8652.880960026218
USER_17288,User_17288,21,user17288@example.com,Singapore,2023-08-09,45,9432.87340838284
USER_16375,User_16375,58,user16375@example.com,UK,2023-11-13,41,1405.409359998302
USER_16859,User_16859,26,user16859@example.com,Vietnam,2023-12-09,86,1414.1617952440465
USER_17094,User_17094,64,user17094@example.com,UK,2024-11-03,71,9794.27857980918
USER_18490,User_18490,49,user18490@example.com,Thailand,2024-03-01,88,160.74864040933724
USER_18679,User_18679,22,user18679@example.com,Vietnam,2024-08-27,94,3743.164385836215
USER_18199,User_18199,32,user18199@example.com,France,2023-03-28,7,4001.256761588199
USER_17855,User_17855,41,user17855@example.com,Germany,2025-02-22,5,589.2807060071492
USER_17607,User_17607,43,user17607@example.com,Germany,2025-09-03,33,5043.912007954044
USER_15113,User_15113,24,user15113@example.com,China,2025-08-24,2,4148.456825187883
USER_15624,User_15624,62,user15624@example.com,Thailand,2025-06-28,45,4800.650797817111
USER_17871,User_17871,21,user17871@example.com,Australia,2023-09-28,45,9050.737341199969
USER_18712,User_18712,48,user18712@example.com,USA,2023-07-26,55,6583.899177016623
USER_17332,User_17332,61,user17332@example.com,Vietnam,2022-11-30,99,4294.225964998597
USER_18291,User_18291,41,user18291@example.com,China,2024-11-11,99,1188.1544957854162
USER_17405,User_17405,55,user17405@example.com,Thailand,2023-06-17,65,9546.116633434665
USER_15579,User_15579,18,user15579@example.com,China,2025-04-19,40,9602.539621330212
USER_16697,User_16697,62,user16697@example.com,Japan,2025-03-31,38,738.129522828579
USER_18429,User_18429,23,user18429@example.com,China,2025-04-05,5,1014.9744714937303
USER_18749,User_18749,24,user18749@example.com,Japan,2024-06-13,65,9058.588880058636
USER_18163,User_18163,66,user18163@example.com,Vietnam,2025-07-29,13,9047.343850514917
USER_15560,User_15560,30,user15560@example.com,USA,2023-03-01,55,6694.158769056382
USER_16830,User_16830,36,user16830@example.com,USA,2023-03-23,63,1876.1270453148693
USER_17153,User_17153,48,user17153@example.com,France,2023-08-30,31,4491.9294823646205
USER_17290,User_17290,42,user17290@example.com,Singapore,2024-05-04,44,4286.287019646345
USER_16686,User_16686,51,user16686@example.com,Singapore,2023-03-22,90,7272.082484897887
USER_18125,User_18125,18,user18125@example.com,Germany,2025-06-16,40,6771.97357725101
USER_15659,User_15659,66,user15659@example.com,Thailand,2024-06-20,1,3179.6393576906044
USER_17371,User_17371,22,user17371@example.com,France,2024-09-23,99,3955.9762750399664
USER_17545,User_17545,30,user17545@example.com,France,2024-07-23,31,5993.432684201097
USER_17196,User_17196,60,user17196@example.com,Vietnam,2022-10-29,86,4964.431941394806
USER_18000,User_18000,29,user18000@example.com,Singapore,2025-09-15,27,8849.256114002388
USER_18649,User_18649,51,user18649@example.com,Japan,2024-09-13,95,3900.706488764648
USER_18357,User_18357,39,user18357@example.com,Vietnam,2025-08-04,24,4585.064361725914
USER_16616,User_16616,36,user16616@example.com,USA,2023-04-22,33,5364.056963928006
USER_16334,User_16334,56,user16334@example.com,Australia,2025-01-05,3,5823.165435206227
USER_17658,User_17658,51,user17658@example.com,Australia,2024-03-29,73,5745.394994675953
USER_17240,User_17240,42,user17240@example.com,Thailand,2024-12-29,49,4733.6988592056105
USER_17749,User_17749,59,user17749@example.com,USA,2025-02-01,37,2806.012979498499
USER_15808,User_15808,51,user15808@example.com,Thailand,2023-07-15,16,9479.571812479086
USER_17671,User_17671,34,user17671@example.com,Thailand,2023-04-17,80,8987.137562794658
USER_18366,User_18366,50,user18366@example.com,Singapore,2024-06-02,61,8332.173325306385
USER_18700,User_18700,61,user18700@example.com,China,2024-09-24,90,1895.435523355331
USER_17574,User_17574,39,user17574@example.com,Vietnam,2024-12-25,79,3676.1200764937175
USER_16574,User_16574,59,user16574@example.com,Vietnam,2025-04-10,85,7408.976218340509
USER_16131,User_16131,49,user16131@example.com,Australia,2023-01-14,3,9278.303307233971
USER_15450,User_15450,22,user15450@example.com,Germany,2025-03-21,52,1246.8069660009373
USER_18572,User_18572,24,user18572@example.com,China,2023-03-07,23,2207.7497792387426
USER_17910,User_17910,36,user17910@example.com,China,2024-04-07,2,3800.5235938890382
USER_17646,User_17646,21,user17646@example.com,Germany,2025-02-15,34,1941.9134565361974
USER_17281,User_17281,41,user17281@example.com,Singapore,2025-03-01,10,2285.1532203597326
USER_15980,User_15980,39,user15980@example.com,France,2023-03-25,99,6158.714427743855
USER_15129,User_15129,23,user15129@example.com,Japan,2025-02-04,23,9374.201476993543
USER_16389,User_16389,51,user16389@example.com,USA,2025-01-05,78,7276.786135047555
USER_17570,User_17570,64,user17570@example.com,USA,2024-10-24,55,3091.229096368018
USER_16424,User_16424,21,user16424@example.com,Australia,2023-10-06,90,5881.941740323855
USER_15541,User_15541,25,user15541@example.com,Thailand,2023-12-08,17,3988.284300982122
USER_17523,User_17523,32,user17523@example.com,Germany,2025-09-12,72,6997.991928331835
USER_15174,User_15174,69,user15174@example.com,Singapore,2024-07-10,91,8736.426896035133
USER_15265,User_15265,20,user15265@example.com,Australia,2025-05-29,79,2662.632612440444
USER_17940,User_17940,21,user17940@example.com,Germany,2024-05-22,28,9950.330124280345
USER_17734,User_17734,48,user17734@example.com,Vietnam,2024-05-01,28,6254.988579074967
USER_15212,User_15212,45,user15212@example.com,Germany,2024-11-05,42,7405.541447266321
USER_15097,User_15097,60,user15097@example.com,Singapore,2025-05-18,79,5203.7632976366385
USER_16109,User_16109,45,user16109@example.com,France,2024-03-16,65,7733.581133380447
USER_16222,User_16222,19,user16222@example.com,Singapore,2025-02-27,68,6567.628209134483
USER_15342,User_15342,67,user15342@example.com,Singapore,2022-11-16,64,9178.337916320032
USER_15972,User_15972,25,user15972@example.com,Thailand,2025-04-22,34,6257.22979445957
USER_15888,User_15888,29,user15888@example.com,Japan,2024-06-29,82,6425.301460950843
USER_16099,User_16099,27,user16099@example.com,USA,2024-01-21,27,3595.0499617688215
USER_18151,User_18151,27,user18151@example.com,Germany,2024-12-19,99,5302.51706129736
USER_17184,User_17184,44,user17184@example.com,France,2024-07-09,42,3755.441204967026
USER_15681,User_15681,49,user15681@example.com,France,2024-01-12,51,7434.481217459822
USER_18022,User_18022,68,user18022@example.com,Singapore,2023-08-21,10,4488.564949200176
USER_18346,User_18346,31,user18346@example.com,Singapore,2023-05-10,6,2100.751127636231
USER_16206,User_16206,24,user16206@example.com,China,2023-08-21,56,3110.523086113607
USER_17591,User_17591,58,user17591@example.com,France,2024-01-13,10,5509.32729840099
USER_17000,User_17000,37,user17000@example.com,Germany,2024-12-02,2,700.1493335354158
USER_17540,User_17540,23,user17540@example.com,UK,2023-07-30,27,7283.324482691801
USER_16468,User_16468,53,user16468@example.com,China,2024-03-28,73,9958.495619910815
USER_15149,User_15149,22,user15149@example.com,Vietnam,2025-02-13,61,1663.4389306408682
USER_17546,User_17546,24,user17546@example.com,UK,2024-12-28,67,4905.874801581065
USER_16677,User_16677,66,user16677@example.com,Thailand,2023-04-04,67,4049.3963321294536
USER_15747,User_15747,66,user15747@example.com,Thailand,2025-01-20,27,3354.727546305465
USER_15438,User_15438,59,user15438@example.com,Australia,2025-08-21,17,3913.256184249291
USER_17843,User_17843,52,user17843@example.com,Australia,2025-06-24,68,6885.436200977728
USER_17261,User_17261,27,user17261@example.com,China,2022-12-18,86,5454.298752679021
USER_17101,User_17101,61,user17101@example.com,Singapore,2023-03-30,97,7994.174774774253
USER_18038,User_18038,18,user18038@example.com,Australia,2023-09-12,37,2454.826010689104
USER_17629,User_17629,63,user17629@example.com,France,2022-11-08,0,9137.355110520288
USER_16739,User_16739,32,user16739@example.com,Thailand,2025-07-11,14,5944.573918164715
USER_17945,User_17945,64,user17945@example.com,Germany,2024-11-25,0,8477.536809474794
USER_18517,User_18517,24,user18517@example.com,USA,2023-05-29,13,1873.5485952945696
USER_17599,User_17599,56,user17599@example.com,Australia,2024-09-23,91,3879.622448097021
USER_16527,User_16527,42,user16527@example.com,UK,2023-10-27,97,8328.790574880386
USER_18136,User_18136,42,user18136@example.com,France,2023-07-04,71,5440.264236284486
USER_16897,User_16897,54,user16897@example.com,China,2023-10-27,13,2755.643722283144
USER_18160,User_18160,31,user18160@example.com,France,2024-10-19,25,5584.8685429834595
USER_18519,User_18519,36,user18519@example.com,Japan,2024-10-14,88,7300.5920462980075
USER_16965,User_16965,20,user16965@example.com,Germany,2024-06-11,78,8230.790062790167
USER_16782,User_16782,33,user16782@example.com,France,2025-06-12,54,8359.77035731655
USER_16111,User_16111,47,user16111@example.com,USA,2025-08-16,74,4315.389879309643
USER_15799,User_15799,35,user15799@example.com,Thailand,2023-08-30,4,2923.2048206354057
USER_18154,User_18154,68,user18154@example.com,Germany,2024-10-31,58,90.93799987674012
USER_18044,User_18044,36,user18044@example.com,UK,2022-12-22,71,1163.9635459078856
USER_17920,User_17920,62,user17920@example.com,USA,2023-04-03,69,8792.583847758688
USER_15063,User_15063,32,user15063@example.com,Japan,2024-06-11,66,819.5146097922245
USER_16667,User_16667,39,user16667@example.com,France,2025-05-25,22,2274.1886278476177
USER_18498,User_18498,49,user18498@example.com,Thailand,2025-08-11,79,1610.7040601410938
USER_15014,User_15014,33,user15014@example.com,France,2022-12-12,39,375.4472558720767
USER_17547,User_17547,39,user17547@example.com,UK,2024-11-26,99,8586.23532794269
USER_15339,User_15339,23,user15339@example.com,Australia,2023-10-11,71,4594.948808230945
USER_17569,User_17569,44,user17569@example.com,Thailand,2024-11-01,76,9747.703595943274
USER_15658,User_15658,31,user15658@example.com,Germany,2025-08-22,78,8381.074957898849
USER_18520,User_18520,42,user18520@example.com,Germany,2023-02-08,74,4469.445374459539
USER_17070,User_17070,33,user17070@example.com,USA,2025-04-17,8,2602.94624623036
USER_17416,User_17416,58,user17416@example.com,USA,2024-12-22,97,6169.069464139611
USER_16268,User_16268,18,user16268@example.com,UK,2025-08-31,97,4575.342937458662
USER_15422,User_15422,29,user15422@example.com,UK,2022-10-08,94,6556.059297973844
USER_16738,User_16738,43,user16738@example.com,China,2023-09-05,66,1350.6397005008241
USER_17449,User_17449,35,user17449@example.com,USA,2024-07-29,15,1776.6233198707016
USER_18060,User_18060,47,user18060@example.com,USA,2024-11-04,70,3087.071686289904
USER_15154,User_15154,30,user15154@example.com,UK,2024-12-14,37,9266.968797463654
USER_18534,User_18534,61,user18534@example.com,Singapore,2025-09-28,95,2462.688932012773
USER_16653,User_16653,27,user16653@example.com,Thailand,2023-11-04,6,505.998782170749
USER_17022,User_17022,63,user17022@example.com,Singapore,2023-01-15,16,8472.313986791927
USER_17432,User_17432,21,user17432@example.com,Singapore,2024-07-08,25,2810.0911554174877
USER_15749,User_15749,33,user15749@example.com,Singapore,2024-07-30,2,2432.4068203386582
USER_17417,User_17417,50,user17417@example.com,Singapore,2023-08-11,30,4389.25125808918
USER_18464,User_18464,41,user18464@example.com,UK,2024-03-21,12,7286.154395348338
USER_18616,User_18616,50,user18616@example.com,Thailand,2024-09-05,27,2564.6796634122948
USER_15456,User_15456,59,user15456@example.com,UK,2025-03-27,49,219.57122403487682
USER_17640,User_17640,62,user17640@example.com,Vietnam,2023-12-13,46,5450.908088704712
USER_15610,User_15610,40,user15610@example.com,Australia,2023-12-07,32,9782.86710292546
USER_16796,User_16796,43,user16796@example.com,Australia,2025-06-20,78,5252.874082482831
USER_18713,User_18713,64,user18713@example.com,Germany,2023-04-20,51,8232.931174877016
USER_17634,User_17634,65,user17634@example.com,France,2024-09-10,42,4353.22840315082
USER_16056,User_16056,30,user16056@example.com,Japan,2022-12-31,42,9184.329808255306
USER_18276,User_18276,68,user18276@example.com,UK,2024-04-27,16,5518.033619359916
USER_18023,User_18023,54,user18023@example.com,Vietnam,2024-03-20,23,6603.592747996363
USER_16267,User_16267,64,user16267@example.com,Japan,2023-06-02,80,3193.852762490367
USER_15144,User_15144,39,user15144@example.com,Australia,2024-06-10,0,9679.85562612692
USER_16311,User_16311,39,user16311@example.com,Thailand,2022-12-14,76,4169.746672276424
USER_15332,User_15332,20,user15332@example.com,France,2024-06-01,98,4386.563878757272
USER_16553,User_16553,38,user16553@example.com,China,2025-02-06,80,67.40922010437633
